year2,state,fsize,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,48,l) 10000+,594,26361,1432706,1426509,3841,14.9,2553,9.9,213221,76812,136409,5.4,14.9,200828,78017,122811,5.5,14.1,12393,0.8,28.2,0,,,
1988,49,a) 1 to 4,12684,12711,30081,29803,2979,23.3,3015,23.6,11823,8382,3441,28.1,39.7,11266,7794,3472,26.2,37.8,557,1.9,75.6,0,2378,2378,6281
1988,49,b) 5 to 9,5598,5699,37670,37310,399,7,376,6.6,9826,4517,5309,12.1,26.3,9105,4091,5014,11,24.4,721,1.9,48.8,0,273,273,3250
1988,49,c) 10 to 19,3180,3395,43051,42908,161,4.7,184,5.4,9328,3415,5913,8,21.7,9042,3778,5264,8.8,21.1,286,0.6,42.2,0,124,124,3164
1988,49,d) 20 to 49,1853,2287,55093,54362,115,5,123,5.4,11702,4377,7325,8.1,21.5,10240,3917,6323,7.2,18.8,1462,2.7,37.6,0,46,46,2748
1988,49,e) 50 to 99,641,1114,38462,37253,101,9.1,84,7.6,8633,3378,5255,9.1,23.2,6215,2370,3845,6.4,16.7,2418,6.5,33.4,1,8,8,
1988,49,f) 100 to 249,392,985,39538,39093,136,14.2,77,8.1,9576,3921,5655,10,24.5,8686,3300,5386,8.4,22.2,890,2.3,44.4,0,5,5,1524
1988,49,g) 250 to 499,178,461,22995,22384,57,12.6,38,8.4,5569,2250,3319,10.1,24.9,4346,1889,2457,8.4,19.4,1223,5.5,38.8,1,1,1,
1988,49,h) 500 to 999,147,392,21769,19938,56,14.8,29,7.6,5933,2610,3323,13.1,29.8,2271,628,1643,3.1,11.4,3662,18.4,22.8,0,,,
1988,49,i) 1000 to 2499,229,531,29884,29093,51,9.7,36,6.9,4221,1272,2949,4.4,14.5,2639,564,2075,1.9,9.1,1582,5.4,18.2,0,,,
1988,49,j) 2500 to 4999,163,562,22618,23222,56,9.5,57,9.7,4186,2422,1764,10.4,18,5394,2833,2561,12.2,23.2,-1208,-5.2,36,0,,,
1988,49,k) 5000 to 9999,138,406,12992,13452,42,10.2,50,12.2,2125,942,1183,7,15.8,3045,1285,1760,9.6,22.6,-920,-6.8,31.6,0,,,
1988,49,l) 10000+,331,2313,145425,143674,363,16.3,178,8,17717,5105,12612,3.6,12.3,14214,4293,9921,3,9.9,3503,2.4,19.8,0,,,
1988,50,a) 1 to 4,8135,8144,19056,18153,1893,23.9,1441,18.2,7216,4871,2345,26.8,39.8,5410,3520,1890,19.4,29.8,1806,10,59.6,0,1098,1098,2737
1988,50,b) 5 to 9,3126,3169,21061,20628,161,5.1,158,5,4999,1955,3044,9.5,24.2,4133,1796,2337,8.7,20,866,4.2,40,0,121,121,1479
1988,50,c) 10 to 19,1672,1786,22820,22487,68,3.8,71,4,4475,1556,2919,6.9,19.9,3809,1611,2198,7.2,16.9,666,3,33.8,0,46,46,1180
1988,50,d) 20 to 49,938,1115,26764,26655,28,2.5,29,2.6,4180,894,3286,3.4,15.7,3961,1343,2618,5,14.9,219,0.8,29.8,0,13,13,806
1988,50,e) 50 to 99,286,477,17779,17096,27,5.7,26,5.5,2931,985,1946,5.8,17.1,1564,633,931,3.7,9.1,1367,8,18.2,1,1,1,
1988,50,f) 100 to 249,189,473,20989,20632,39,8.4,25,5.4,3745,1068,2677,5.2,18.2,3030,1665,1365,8.1,14.7,715,3.5,29.4,1,2,2,
1988,50,g) 250 to 499,87,206,12732,12234,19,9.4,9,4.4,2172,984,1188,8,17.8,1175,420,755,3.4,9.6,997,8.2,19.2,0,,,
1988,50,h) 500 to 999,64,254,13346,13217,29,12,5,2.1,1428,399,1029,3,10.8,1169,95,1074,0.7,8.8,259,2,17.6,0,,,
1988,50,i) 1000 to 2499,56,88,10041,10593,11,12.6,9,10.3,507,143,364,1.3,4.8,1610,322,1288,3,15.2,-1103,-10.4,9.6,0,,,
1988,50,j) 2500 to 4999,35,76,3954,3898,9,10.7,6,7.1,300,92,208,2.4,7.7,187,94,93,2.4,4.8,113,2.9,9.6,0,,,
1988,50,k) 5000 to 9999,51,149,2782,3041,13,8.7,13,8.7,315,95,220,3.1,10.4,833,442,391,14.5,27.4,-518,-17,20.8,0,,,
1988,50,l) 10000+,152,547,34521,35542,71,13.5,25,4.8,3367,1291,2076,3.6,9.5,5409,835,4574,2.3,15.2,-2042,-5.7,19,0,,,
1988,51,a) 1 to 4,50597,50696,120102,115170,12071,24.3,9642,19.4,46320,33071,13249,28.7,40.2,36455,25011,11444,21.7,31.7,9865,8.5,63.4,0,7470,7470,19768
1988,51,b) 5 to 9,21643,22083,146764,142665,1492,6.8,1085,5,37486,17020,20466,11.9,26.3,29288,12554,16734,8.8,20.5,8198,5.8,41,0,843,843,10215
1988,51,c) 10 to 19,12537,13554,173876,168256,643,4.8,452,3.4,37758,13769,23989,8.2,22.4,26518,9508,17010,5.7,15.8,11240,6.6,31.6,0,282,282,7249
1988,51,d) 20 to 49,7627,9484,225226,220026,406,4.3,296,3.1,42726,12640,30086,5.7,19.4,32325,10358,21967,4.7,14.7,10401,4.7,29.4,0,111,111,6563
1988,51,e) 50 to 99,2503,4021,152194,149246,322,8.1,207,5.2,28479,7510,20969,5,19.1,22583,6885,15698,4.6,15.1,5896,4,30.2,0,21,21,2884
1988,51,f) 100 to 249,1724,3933,189452,184570,359,9.2,251,6.5,35565,11904,23661,6.4,19.3,25801,6635,19166,3.6,14,9764,5.3,28,0,3,3,901
1988,51,g) 250 to 499,730,2245,121586,117684,242,10.9,181,8.1,22600,8516,14084,7.2,19.2,14795,4704,10091,4,12.6,7805,6.6,25.2,0,,,
1988,51,h) 500 to 999,522,2046,112013,107657,195,9.7,133,6.6,21304,6364,14940,5.9,19.8,12592,3900,8692,3.6,11.7,8712,8.1,23.4,0,,,
1988,51,i) 1000 to 2499,543,2340,155842,147548,284,12.5,131,5.8,34923,17366,17557,11.8,23.7,18335,4926,13409,3.3,12.4,16588,11.3,24.8,0,,,
1988,51,j) 2500 to 4999,342,2636,104518,102352,321,12.6,154,6,14665,5200,9465,5.1,14.3,10333,2404,7929,2.3,10.1,4332,4.2,20.2,0,,,
1988,51,k) 5000 to 9999,287,2058,114129,112278,209,10.3,153,7.5,17987,6314,11673,5.6,16,14285,5764,8521,5.1,12.7,3702,3.3,25.4,0,,,
1988,51,l) 10000+,481,9574,543594,538208,1360,14.6,846,9.1,79380,29888,49492,5.6,14.7,68610,26589,42021,4.9,12.7,10770,2,25.4,0,,,
1988,53,a) 1 to 4,47347,47431,109947,106327,11100,23.6,9821,20.9,43155,28927,14228,27.2,40.6,35914,24028,11886,22.6,33.8,7241,6.8,67.6,0,7419,7419,18865
1988,53,b) 5 to 9,19175,19569,129818,126589,1227,6.3,1013,5.2,33721,13750,19971,10.9,26.6,27262,11369,15893,9,21.5,6459,5.1,43,0,689,689,8378
1988,53,c) 10 to 19,10708,11689,146361,142606,494,4.2,447,3.8,32151,10257,21894,7.2,22.5,24641,8878,15763,6.2,17.3,7510,5.2,34.6,0,245,245,6222
1988,53,d) 20 to 49,6217,7974,186793,182670,343,4.3,317,4,37848,11304,26544,6.2,20.7,29601,10466,19135,5.7,16.2,8247,4.5,32.4,0,113,113,6467
1988,53,e) 50 to 99,1976,3216,123550,119829,234,7.3,162,5.1,26245,6618,19627,5.5,21.9,18803,6004,12799,5,15.7,7442,6.2,31.4,1,23,24,
1988,53,f) 100 to 249,1174,2785,126537,122507,252,9.1,198,7.2,28041,7776,20265,6.3,22.9,19981,6498,13483,5.3,16.3,8060,6.6,32.6,0,7,7,1983
1988,53,g) 250 to 499,512,1485,76009,73359,168,11.3,151,10.2,15231,5661,9570,7.7,20.8,9931,2133,7798,2.9,13.5,5300,7.3,27,0,,,
1988,53,h) 500 to 999,351,1253,65788,64955,164,13.3,102,8.3,11335,3867,7468,6,17.5,9668,3553,6115,5.5,14.9,1667,2.6,29.8,1,1,2,
1988,53,i) 1000 to 2499,440,1934,100046,96990,196,10.3,131,6.9,15829,4160,11669,4.3,16.3,9719,2957,6762,3,10,6110,6.3,20,0,,,
1988,53,j) 2500 to 4999,263,1180,44666,45220,168,14.2,155,13.1,6362,2417,3945,5.3,14.1,7469,3026,4443,6.7,16.5,-1107,-2.4,28.2,0,,,
1988,53,k) 5000 to 9999,249,1154,68397,65362,136,11.8,130,11.2,18279,3056,15223,4.7,28,12209,4109,8100,6.3,18.7,6070,9.3,37.4,0,,,
1988,53,l) 10000+,422,6317,323002,314898,1011,16.7,461,7.6,55097,16203,38894,5.1,17.5,38889,14673,24216,4.7,12.3,16208,5.2,24.6,0,,,
1988,54,a) 1 to 4,14895,14921,33683,33054,2756,18.5,2665,17.9,10811,7243,3568,21.9,32.7,9553,6303,3250,19.1,28.9,1258,3.8,57.8,0,2097,2097,5129
1988,54,b) 5 to 9,5729,5843,37825,37237,307,5.3,257,4.4,8163,3615,4548,9.7,21.9,6986,2784,4202,7.5,18.8,1177,3.1,37.6,0,184,184,2252
1988,54,c) 10 to 19,3083,3323,41864,41147,153,4.6,138,4.2,8305,3281,5024,8,20.2,6871,2603,4268,6.3,16.7,1434,3.5,33.4,0,77,77,1971
1988,54,d) 20 to 49,1892,2392,55332,53925,98,4.1,59,2.5,9766,3189,6577,5.9,18.1,6952,1947,5005,3.6,12.9,2814,5.2,25.8,0,26,26,1351
1988,54,e) 50 to 99,567,880,34403,33606,67,7.7,51,5.8,6618,2063,4555,6.1,19.7,5023,1664,3359,5,14.9,1595,4.8,29.8,1,9,9,
1988,54,f) 100 to 249,356,852,33014,32574,80,9.5,62,7.3,6093,2253,3840,6.9,18.7,5212,1994,3218,6.1,16,881,2.7,32,1,2,2,
1988,54,g) 250 to 499,179,473,23458,22809,56,12,37,8,5224,1542,3682,6.8,22.9,3925,2174,1751,9.5,17.2,1299,5.7,34.4,0,,,
1988,54,h) 500 to 999,148,609,24141,23267,51,8.5,34,5.7,3170,757,2413,3.3,13.6,1423,287,1136,1.2,6.1,1747,7.5,12.2,0,,,
1988,54,i) 1000 to 2499,159,396,25345,25829,56,14.7,26,6.8,2200,806,1394,3.1,8.5,3167,545,2622,2.1,12.3,-967,-3.8,17,0,,,
1988,54,j) 2500 to 4999,112,457,13930,14613,27,5.9,25,5.5,1323,182,1141,1.2,9.1,2689,424,2265,2.9,18.4,-1366,-9.3,18.2,0,,,
1988,54,k) 5000 to 9999,121,522,28939,29955,36,6.8,46,8.7,2162,801,1361,2.7,7.2,4195,1068,3127,3.6,14,-2033,-6.8,14.4,0,,,
1988,54,l) 10000+,284,2305,100441,99775,237,10.3,215,9.4,13500,4808,8692,4.8,13.5,12168,3840,8328,3.8,12.2,1332,1.3,24.4,0,,,
1988,55,a) 1 to 4,43942,44027,101264,99176,8131,18.6,7421,16.9,32830,21112,11718,21.3,33.1,28654,17901,10753,18,28.9,4176,4.2,57.8,0,5762,5762,14355
1988,55,b) 5 to 9,19357,19709,129400,127020,937,4.8,780,4,27632,11035,16597,8.7,21.8,22872,8784,14088,6.9,18,4760,3.8,36,0,577,577,7025
1988,55,c) 10 to 19,11421,12328,157469,153823,452,3.7,352,2.9,28341,9279,19062,6,18.4,21049,7330,13719,4.8,13.7,7292,4.7,27.4,0,215,215,5523
1988,55,d) 20 to 49,7105,8874,215081,209570,272,3.1,210,2.4,33850,8960,24890,4.3,16.2,22828,7189,15639,3.4,10.9,11022,5.3,21.8,0,80,80,4635
1988,55,e) 50 to 99,2249,3723,148081,144482,253,6.9,148,4,23639,7061,16578,4.9,16.4,16440,5539,10901,3.8,11.4,7199,5,22.8,1,22,22,
1988,55,f) 100 to 249,1377,3219,174896,170107,224,7,142,4.5,27987,7500,20487,4.4,16.5,18408,5333,13075,3.1,10.8,9579,5.7,21.6,0,5,5,1230
1988,55,g) 250 to 499,539,1782,113053,108533,169,9.5,132,7.4,20485,7255,13230,6.7,18.9,11445,3715,7730,3.4,10.5,9040,8.4,21,0,,,
1988,55,h) 500 to 999,392,1508,105964,103409,203,14.1,73,5.1,17158,3763,13395,3.6,16.6,12047,5092,6955,4.9,11.6,5111,5,23.2,1,2,2,
1988,55,i) 1000 to 2499,441,1694,147345,142561,141,8.4,92,5.5,20017,5143,14874,3.6,14,10449,1594,8855,1.1,7.3,9568,6.7,14.6,0,,,
1988,55,j) 2500 to 4999,260,1296,106230,104108,136,10.8,71,5.6,13762,3299,10463,3.2,13.2,9517,1287,8230,1.2,9.1,4245,4.1,18.2,0,,,
1988,55,k) 5000 to 9999,213,1468,121273,119733,113,7.7,91,6.2,14818,6552,8266,5.5,12.4,11737,4157,7580,3.5,9.8,3081,2.6,19.6,0,,,
1988,55,l) 10000+,388,4619,276164,273081,533,11.7,436,9.5,34058,13095,20963,4.8,12.5,27891,7926,19965,2.9,10.2,6167,2.3,20.4,0,,,
1988,56,a) 1 to 4,5922,5934,13411,13434,1115,18.5,1242,20.6,4507,2833,1674,21.1,33.5,4552,2985,1567,22.2,33.9,-45,-0.4,67,0,937,937,2363
1988,56,b) 5 to 9,2262,2304,14655,14709,99,4.3,117,5.1,3209,1127,2082,7.7,21.8,3317,1340,1977,9.1,22.6,-108,-0.8,43.6,0,89,89,1102
1988,56,c) 10 to 19,1164,1277,15583,15329,52,4.1,51,4,3404,1199,2205,7.8,22.2,2896,1051,1845,6.9,18.9,508,3.3,37.8,0,26,26,689
1988,56,d) 20 to 49,619,803,17066,16748,18,2.2,21,2.6,2769,523,2246,3.1,16.5,2133,561,1572,3.3,12.7,636,3.8,25.4,0,5,5,224
1988,56,e) 50 to 99,183,282,9968,9787,14,4.9,18,6.3,2051,424,1627,4.3,21,1689,551,1138,5.6,17.3,362,3.7,34.6,0,3,3,374
1988,56,f) 100 to 249,123,261,6914,7007,29,10.6,54,19.8,1149,510,639,7.3,16.4,1335,389,946,5.6,19.1,-186,-2.7,32.8,0,,,
1988,56,g) 250 to 499,68,169,4285,4638,13,7.7,12,7.1,410,163,247,3.5,8.8,1115,273,842,5.9,24,-705,-15.2,17.6,0,,,
1988,56,h) 500 to 999,63,156,3017,3035,18,11.8,10,6.6,470,215,255,7.1,15.5,506,275,231,9.1,16.7,-36,-1.2,31,0,,,
1988,56,i) 1000 to 2499,81,144,3115,3135,12,8.1,23,15.5,465,234,231,7.5,14.8,505,182,323,5.8,16.1,-40,-1.3,29.6,0,,,
1988,56,j) 2500 to 4999,55,142,3921,4221,9,5.9,24,15.8,293,80,213,1.9,6.9,893,623,270,14.8,21.2,-600,-14.3,13.8,0,,,
1988,56,k) 5000 to 9999,60,202,6250,6339,19,9.5,16,8,742,337,405,5.3,11.7,919,251,668,4,14.5,-177,-2.8,23.4,0,,,
1988,56,l) 10000+,169,710,21275,21225,82,11.7,57,8.2,2569,1025,1544,4.8,12.1,2468,799,1669,3.8,11.6,101,0.5,23.2,0,,,
1989,01,a) 1 to 4,31646,31708,73823,72080,6872,22,6091,19.5,26610,18683,7927,25.9,36.9,23124,15684,7440,21.8,32.1,3486,4.8,64.2,0,4838,4838,12701
1989,01,b) 5 to 9,13239,13487,89185,87003,889,6.6,669,5,21770,10206,11564,11.7,25,17405,7629,9776,8.8,20,4365,5,40,0,514,514,6210
1989,01,c) 10 to 19,7281,7867,99832,97831,359,4.6,309,3.9,20313,7640,12673,7.8,20.8,16311,6442,9869,6.6,16.7,4002,4.1,33.4,0,188,194,4890
1989,01,d) 20 to 49,4613,5591,138680,135214,248,4.5,170,3.1,25966,7966,18000,5.9,19.2,19033,6446,12587,4.8,14.1,6933,5.1,28.2,0,83,88,4674
1989,01,e) 50 to 99,1472,2494,93259,91933,182,7.4,104,4.2,16378,4844,11534,5.3,17.8,13725,4294,9431,4.7,14.9,2653,2.9,29.8,0,22,33,2580
1989,01,f) 100 to 249,925,2121,101255,98067,179,8.6,110,5.3,19766,5827,13939,5.9,20.2,13389,5052,8337,5.2,13.7,6377,6.5,27.4,0,9,10,2131
1989,01,g) 250 to 499,452,1350,73669,73092,131,10,52,4,11759,3302,8457,4.5,16.1,10604,3122,7482,4.3,14.5,1155,1.6,29,1,2,3,
1989,01,h) 500 to 999,370,1417,73036,70055,145,10.5,77,5.6,11461,4494,6967,6.4,16.4,5498,604,4894,0.9,7.8,5963,8.6,15.6,1,1,1,
1989,01,i) 1000 to 2499,453,1821,98195,95389,190,10.7,96,5.4,11887,3150,8737,3.3,12.5,6274,1370,4904,1.4,6.6,5613,5.9,13.2,1,1,1,
1989,01,j) 2500 to 4999,275,1640,76677,75064,171,10.7,85,5.3,10371,4333,6038,5.8,13.8,7144,1471,5673,2,9.5,3227,4.3,19,0,1,1,0
1989,01,k) 5000 to 9999,225,1486,67503,67106,145,10.1,51,3.6,11266,4715,6551,7,16.8,10472,1255,9217,1.9,15.6,794,1.2,31.2,0,,,
1989,01,l) 10000+,427,5032,304100,296540,498,10.1,344,7,45462,16008,29454,5.4,15.3,30342,7711,22631,2.6,10.2,15120,5.1,20.4,0,2,2,0
1989,02,a) 1 to 4,4359,4376,10608,11852,1057,21.8,1999,41.2,4242,2731,1511,23,35.8,6730,5536,1194,46.7,56.8,-2488,-21,71.6,0,786,786,2112
1989,02,b) 5 to 9,1862,1946,12318,13310,88,4.3,281,13.7,2926,937,1989,7,22,4910,3171,1739,23.8,36.9,-1984,-14.9,44,0,76,76,878
1989,02,c) 10 to 19,1032,1189,13911,14246,58,4.8,109,9,3197,1009,2188,7.1,22.4,3867,2265,1602,15.9,27.1,-670,-4.7,44.8,0,16,16,481
1989,02,d) 20 to 49,525,729,15413,15255,39,5.3,47,6.4,3592,908,2684,6,23.5,3275,1923,1352,12.6,21.5,317,2,43,1,1,1,
1989,02,e) 50 to 99,168,330,9527,9659,38,11.5,39,11.8,2366,1219,1147,12.6,24.5,2629,1550,1079,16,27.2,-263,-2.7,49,0,3,5,407
1989,02,f) 100 to 249,146,411,14957,15436,33,8.2,38,9.4,2626,774,1852,5,17,3584,1750,1834,11.3,23.2,-958,-6.2,34,1,1,1,
1989,02,g) 250 to 499,66,189,7633,7541,17,9.4,5,2.8,1083,711,372,9.4,14.4,899,,774,,11.9,184,2.5,23.8,1,1,2,0
1989,02,h) 500 to 999,63,284,9121,8603,24,8.5,21,7.5,1672,229,1443,2.7,19.4,635,132,503,1.5,7.4,1037,12,14.8,0,,,
1989,02,i) 1000 to 2499,77,196,16674,12122,24,12.7,11,5.8,9606,,,,79.2,502,98,404,0.8,4.1,9104,75.1,8.2,1,,,
1989,02,j) 2500 to 4999,41,82,1934,2049,7,8.6,5,6.2,306,,,,14.9,536,,481,,26.2,-230,-11.3,29.8,1,,,
1989,02,k) 5000 to 9999,40,123,3905,3320,24,20.7,10,8.6,1462,988,474,29.8,44,292,121,171,3.6,8.8,1170,35.2,17.6,0,,,
1989,02,l) 10000+,146,529,21274,21227,86,16.8,54,10.5,2831,1313,1518,6.2,13.3,2736,1020,1716,4.8,12.9,95,0.4,25.8,0,,,
1989,04,a) 1 to 4,30335,30429,71666,70562,7819,25.8,7331,24.2,29474,21368,8106,30.3,41.8,27265,19189,8076,27.2,38.6,2209,3.2,77.2,0,5590,5591,15130
1989,04,b) 5 to 9,12641,12938,85619,84760,1029,8,930,7.2,24230,11728,12502,13.8,28.6,22512,10756,11756,12.7,26.6,1718,2,53.2,0,726,727,8903
1989,04,c) 10 to 19,7240,7850,99833,98812,463,5.9,457,5.8,24379,9821,14558,9.9,24.7,22336,9896,12440,10,22.6,2043,2.1,45.2,0,303,304,7899
1989,04,d) 20 to 49,4467,5713,134880,133249,297,5.2,251,4.4,29700,10235,19465,7.7,22.3,26437,10367,16070,7.8,19.8,3263,2.5,39.6,0,137,142,7773
1989,04,e) 50 to 99,1505,2423,92846,91169,271,11.5,158,6.7,20081,7542,12539,8.3,22,16727,6573,10154,7.2,18.3,3354,3.7,36.6,0,42,61,4851
1989,04,f) 100 to 249,995,2048,100279,98676,227,11.3,163,8.1,22083,7969,14114,8.1,22.4,18877,8589,10288,8.7,19.1,3206,3.3,38.2,0,23,31,4921
1989,04,g) 250 to 499,449,1263,59292,57488,146,12,68,5.6,11184,3041,8143,5.3,19.5,7576,2089,5487,3.6,13.2,3608,6.3,26.4,1,1,1,
1989,04,h) 500 to 999,396,1179,54305,55201,123,10.4,141,11.9,8838,2897,5941,5.2,16,10629,5444,5185,9.9,19.3,-1791,-3.3,32,1,1,1,
1989,04,i) 1000 to 2499,444,1287,62599,61646,140,11,99,7.8,11419,5712,5707,9.3,18.5,9513,2435,7078,3.9,15.4,1906,3.1,30.8,0,,,
1989,04,j) 2500 to 4999,276,1064,52628,51204,137,13.2,89,8.6,8355,3611,4744,7.1,16.3,5508,1755,3753,3.4,10.8,2847,5.5,21.6,0,2,2,0
1989,04,k) 5000 to 9999,254,1603,83655,83092,208,13.5,90,5.8,14262,6279,7983,7.6,17.2,13136,1182,11954,1.4,15.8,1126,1.4,31.6,0,,,
1989,04,l) 10000+,432,6061,308535,301895,619,10.3,522,8.7,52400,18414,33986,6.1,17.4,39119,11260,27859,3.7,13,13281,4.4,26,0,1,2,0
1989,05,a) 1 to 4,21330,21372,48368,47734,4078,19.2,3942,18.5,15875,10528,5347,22.1,33.3,14607,9643,4964,20.2,30.6,1268,2.7,61.2,0,3052,3053,7689
1989,05,b) 5 to 9,8162,8318,54500,53270,490,5.9,374,4.5,12832,5758,7074,10.8,24.1,10372,4264,6108,8,19.5,2460,4.6,39,0,289,289,3533
1989,05,c) 10 to 19,4458,4824,60672,59225,232,4.8,159,3.3,12469,4970,7499,8.4,21.1,9575,3453,6122,5.8,16.2,2894,4.9,32.4,0,105,106,2825
1989,05,d) 20 to 49,2572,3266,75975,75221,129,3.9,147,4.5,14299,4870,9429,6.5,19,12790,5705,7085,7.6,17,1509,2,34,0,75,89,4475
1989,05,e) 50 to 99,782,1316,49487,49387,89,6.8,90,6.8,9747,4135,5612,8.4,19.7,9546,4742,4804,9.6,19.3,201,0.4,38.6,0,26,33,3670
1989,05,f) 100 to 249,547,1300,58716,58131,113,8.9,57,4.5,10712,3289,7423,5.7,18.4,9542,4897,4645,8.4,16.4,1170,2,32.8,0,12,12,3217
1989,05,g) 250 to 499,227,851,36955,35695,115,14.4,26,3.2,5805,1908,3897,5.3,16.3,3285,408,2877,1.1,9.2,2520,7.1,18.4,0,,,
1989,05,h) 500 to 999,195,504,30684,29314,83,17.6,24,5.1,5836,2482,3354,8.5,19.9,3097,1203,1894,4.1,10.6,2739,9.3,21.2,0,1,1,0
1989,05,i) 1000 to 2499,264,984,64090,60458,101,10.8,38,4.1,11980,7691,4289,12.7,19.8,4715,1004,3711,1.7,7.8,7265,12,15.6,0,1,30,0
1989,05,j) 2500 to 4999,197,866,40431,39601,81,9.6,36,4.3,6560,2069,4491,5.2,16.6,4900,1036,3864,2.6,12.4,1660,4.2,24.8,0,1,2,0
1989,05,k) 5000 to 9999,164,581,35568,35487,51,8.9,35,6.1,2888,688,2200,1.9,8.1,2725,1043,1682,2.9,7.7,163,0.4,15.4,0,,,
1989,05,l) 10000+,336,2285,163087,159447,184,8.2,122,5.4,19379,4943,14436,3.1,12.2,12099,1994,10105,1.3,7.6,7280,4.6,15.2,0,1,7,0
1989,06,a) 1 to 4,262336,263079,607079,608142,61649,23.2,65634,24.7,237062,163346,73716,26.9,39,239188,174172,65016,28.6,39.3,-2126,-0.3,78,0,40575,40585,106418
1989,06,b) 5 to 9,105469,107850,720366,719079,7470,6.9,9231,8.5,198030,86835,111195,12.1,27.5,195456,106402,89054,14.8,27.2,2574,0.3,54.4,0,4885,4895,59488
1989,06,c) 10 to 19,63042,67947,882597,875877,3427,5,4406,6.4,209419,74579,134840,8.5,23.9,195978,98376,97602,11.2,22.4,13441,1.5,44.8,0,2043,2060,52723
1989,06,d) 20 to 49,39279,47476,1213905,1201681,2092,4.4,2601,5.4,260654,76817,183837,6.4,21.7,236206,109314,126892,9.1,19.7,24448,2,39.4,0,1038,1131,60775
1989,06,e) 50 to 99,12963,20546,879551,863728,1463,7.2,1170,5.7,183441,48768,134673,5.6,21.2,151794,64602,87192,7.5,17.6,31647,3.6,35.2,0,240,309,31098
1989,06,f) 100 to 249,7336,17391,950291,930035,1541,9,1092,6.4,202777,59907,142870,6.4,21.8,162264,64283,97981,6.9,17.4,40513,4.4,34.8,0,114,164,32126
1989,06,g) 250 to 499,2569,9354,565549,551207,926,10.1,574,6.3,112843,29077,83766,5.3,20.5,84158,25768,58390,4.7,15.3,28685,5.2,30.6,0,12,51,7066
1989,06,h) 500 to 999,1561,8925,507000,488961,983,11.3,573,6.6,100338,34636,65702,7.1,20.5,64261,16758,47503,3.4,13.1,36077,7.4,26.2,1,2,2,
1989,06,i) 1000 to 2499,1417,8916,659432,646791,929,10.6,603,6.9,119792,34161,85631,5.3,18.5,94512,24764,69748,3.8,14.6,25280,3.9,29.2,1,3,4,
1989,06,j) 2500 to 4999,707,8428,482290,483012,758,9.1,592,7.1,74875,19443,55432,4,15.5,76318,29707,46611,6.2,15.8,-1443,-0.3,31,1,5,17,
1989,06,k) 5000 to 9999,497,9263,547686,522561,1156,12.9,631,7,115373,30001,85372,5.7,22.1,65122,18881,46241,3.6,12.5,50251,9.6,25,0,2,18,0
1989,06,l) 10000+,632,41005,2657328,2625152,5291,13.3,2971,7.5,399973,165518,234455,6.3,15.2,335622,73195,262427,2.8,12.8,64351,2.4,25.6,0,7,19,0
1989,08,a) 1 to 4,36880,36987,84438,83774,8212,22.2,8081,21.9,30718,20960,9758,25,36.7,29389,20381,9008,24.3,35.1,1329,1.6,70.2,0,6189,6189,16170
1989,08,b) 5 to 9,14068,14378,94030,93401,834,5.8,943,6.5,23226,9620,13606,10.3,24.9,21968,10697,11271,11.5,23.5,1258,1.4,47,0,723,724,8806
1989,08,c) 10 to 19,7603,8215,104875,102407,417,5.1,370,4.5,24338,8848,15490,8.6,23.8,19401,8195,11206,8,18.9,4937,4.9,37.8,0,260,260,6702
1989,08,d) 20 to 49,4551,5582,135918,133587,262,4.7,262,4.7,27459,9884,17575,7.4,20.6,22796,9325,13471,7,17.1,4663,3.5,34.2,0,134,151,7156
1989,08,e) 50 to 99,1484,2400,88322,87920,135,5.6,172,7.1,16837,4710,12127,5.4,19.2,16032,7033,8999,8,18.2,805,1,36.4,0,37,48,4468
1989,08,f) 100 to 249,1002,1940,94920,93120,184,9.6,148,7.7,19029,6754,12275,7.3,20.4,15428,6988,8440,7.5,16.6,3601,3.8,33.2,0,16,18,3429
1989,08,g) 250 to 499,477,1234,50336,50980,124,10.2,87,7.2,8277,2274,6003,4.5,16.2,9564,5038,4526,9.9,18.8,-1287,-2.6,32.4,0,3,4,1927
1989,08,h) 500 to 999,435,1032,45962,44532,106,10.5,80,7.9,7616,1680,5936,3.8,17.1,4756,1409,3347,3.2,10.7,2860,6.4,21.4,0,1,1,0
1989,08,i) 1000 to 2499,504,1384,71892,69820,142,10.3,136,9.9,11631,5060,6571,7.2,16.7,7487,2378,5109,3.4,10.7,4144,6,21.4,0,1,1,0
1989,08,j) 2500 to 4999,309,1321,40670,39685,104,7.9,123,9.3,7265,3065,4200,7.7,18.3,5294,2004,3290,5,13.3,1971,5,26.6,0,1,1,0
1989,08,k) 5000 to 9999,281,1176,64136,63655,144,12.4,122,10.5,8570,2360,6210,3.7,13.5,7608,2242,5366,3.5,12,962,1.5,24,0,,,
